Generation,Mutation_Rate,Crossover_Rate,Selection_Method,Max_Fitness_Session,Finished_Cars,Leader_Gates
101,0.050,0.80,Tournament,516000.00,53,16
102,0.050,0.80,Tournament,516000.00,53,16
103,0.050,0.80,Tournament,516000.00,40,16
104,0.050,0.80,Tournament,516000.00,52,16
105,0.050,0.80,Tournament,516000.00,58,16
106,0.050,0.80,Tournament,516000.00,42,16
107,0.050,0.80,Tournament,516000.00,54,16
108,0.050,0.80,Tournament,516000.00,51,16
109,0.050,0.80,Tournament,516000.00,54,16
110,0.050,0.80,Tournament,516000.00,57,16
111,0.050,0.80,Tournament,516000.00,53,16
112,0.050,0.80,Tournament,516000.00,40,16
113,0.050,0.80,Tournament,516000.00,58,16
114,0.050,0.80,Tournament,516000.00,45,16
115,0.050,0.80,Tournament,516000.00,40,16
116,0.050,0.80,Tournament,516000.00,66,16
117,0.050,0.80,Tournament,516000.00,47,16
118,0.050,0.80,Tournament,516000.00,50,16
119,0.050,0.80,Tournament,516000.00,69,16
120,0.050,0.80,Tournament,516000.00,50,16
121,0.050,0.80,Tournament,516000.00,53,16
